x y z
0.001094 -1.898912 0.656349
-0.081124 -2.083629 0.696219
-0.167547 -2.078337 0.794190
-0.250168 -2.136780 0.928064
-0.350601 -2.206215 1.028785
-0.490719 -2.289698 1.095400
-0.586951 -2.391494 1.108497
-0.613390 -2.370781 1.111794
-0.548346 -2.255713 1.071223
-0.315475 -2.163357 1.136341
-0.279042 -1.945126 1.134519
-0.705979 -1.878082 1.003200
-1.222645 -1.685769 0.838623
-1.557032 -1.545532 0.648354
-1.534168 -1.581582 0.569527
-1.313089 -1.695611 0.582407
-1.117572 -1.891421 0.569032
-0.904469 -2.041580 0.546625
-0.934462 -2.175039 0.478573
-1.233116 -2.222559 0.474487
-1.631527 -2.143647 0.401686
-1.825285 -2.090988 0.355841
-1.745150 -2.134818 0.462635
-1.427060 -2.202313 0.623248
-0.953139 -2.204961 0.812329
-0.715627 -2.014628 0.951690
-0.771277 -1.781397 0.895533
-0.825035 -1.582082 0.767410
-0.788444 -1.306890 0.661213
-0.497121 -1.238983 0.589140
-0.273594 -1.174868 0.640018
-0.105422 -1.207711 0.691902
-0.164083 -1.117524 0.871687
-0.102614 -0.978242 1.076952
0.097538 -0.892232 1.196155
0.267481 -0.877672 1.368336
0.476503 -0.922539 1.388120
0.599939 -0.860884 1.400075
0.804136 -0.734302 1.253687
0.812604 -0.709433 1.238706
0.866585 -0.713958 1.206431
0.939463 -0.351601 1.089080
0.934516 -0.023642 0.794223
0.797321 0.157949 0.647710
0.788661 0.328284 0.547142
0.892346 0.613397 0.495462
1.060395 0.612585 0.482571
1.138554 0.705342 0.575562
1.147970 0.757480 0.557890
0.977862 0.920260 0.651769
0.961515 1.031079 0.668084
1.028939 1.065486 0.635516
1.348977 0.893187 0.599406
1.593639 0.575394 0.552910
1.709179 0.077767 0.473582
1.459045 -0.245109 0.332389
0.738734 -0.252790 0.166249
0.108783 0.079600 -0.007729
0.058433 0.303409 0.037676
0.356027 0.310782 0.180964
1.256408 -0.043986 0.598987
1.825768 -0.460603 0.822582
1.739786 -0.711304 0.783842
1.345497 -0.893309 0.625662
0.963014 -0.894292 0.480467
0.918097 -0.782482 0.498169
1.133736 -0.664782 0.645979
1.674541 -0.490927 0.967091
2.121737 -0.349763 1.232212
2.213018 -0.280248 1.308240
2.069234 -0.132697 1.245303
2.035713 -0.116522 1.237398
1.975232 -0.083171 1.203171
1.607888 0.092418 1.103781
1.182981 0.287358 1.116534
0.818927 0.375403 1.108016
0.603724 -0.010567 0.988234
0.964643 -0.115583 1.051518
1.337089 -0.112027 1.131417
1.425958 -0.080351 1.147451
1.425467 0.004342 1.156512
1.386302 0.043491 1.122963
1.178276 0.076390 1.109772
0.597979 -0.043157 1.073895
0.625949 -0.070665 1.051408
0.757137 -0.211074 0.938758
0.949310 -0.210274 0.909513
0.994633 -0.188174 0.907597
0.982192 -0.135668 0.936132
0.953833 -0.010367 0.940261
0.869176 0.198038 0.929364
0.525072 0.409012 0.821158
0.179198 0.389788 0.778679
0.225068 0.252264 0.832957
0.660857 0.156878 1.019989
1.067494 0.184158 1.084571
1.027704 0.122591 0.904629
0.662541 -0.052506 0.721357
0.280088 -0.228492 0.561070
0.166860 -0.292798 0.540019
0.056365 -0.400212 0.555650
0.105133 -0.524070 0.612062
0.216208 -0.699302 0.811487
0.364030 -0.757246 0.913174
0.552284 -0.809434 0.982138
0.537945 -0.820146 0.995877
0.467952 -0.809866 1.031569
0.398195 -0.835853 1.069431
0.354178 -0.857720 1.061398
0.392045 -0.857079 1.005511
0.630560 -0.834780 1.034332
0.917822 -0.783704 1.086412
0.998982 -0.760474 1.091061
1.188031 -0.447109 0.986614
1.037932 -0.251116 0.868379
0.980911 -0.147159 0.866789
0.959299 -0.153518 0.857628
0.880532 -0.154353 0.747199
0.880788 -0.185952 0.758712
1.105037 -0.330906 0.725658
1.144291 -0.383696 0.574612
1.052464 -0.475459 0.431044
0.590193 -0.549881 0.230800
0.474929 -0.586375 0.194150
0.184833 -0.678453 0.183404
-0.029115 -0.721373 0.245648
-0.105088 -0.792194 0.271751
-0.085165 -0.956896 0.272194
0.100843 -1.081031 0.265323
0.119753 -1.194622 0.231869
-0.033505 -1.114890 0.198480
-0.174027 -1.022168 0.161330
-0.605798 -0.914279 0.008771
-0.680495 -0.914019 0.084042
-0.350012 -1.024007 0.253932
0.043005 -1.074895 0.452491
0.264408 -1.243173 0.512146
0.182231 -1.513712 0.492452
0.024684 -1.477136 0.517509
-0.161463 -1.429043 0.523434
-0.460448 -1.455826 0.513308
-0.358774 -1.631060 0.499476
-0.054290 -1.861972 0.537659
0.188057 -2.017915 0.597711
0.341447 -2.130523 0.569503
-0.070850 -2.039950 0.335887
-0.429330 -1.935779 0.109454
-0.638394 -1.896118 0.002447
-0.273151 -1.678982 0.168087
0.020514 -1.627047 0.243148
-0.136111 -1.425434 0.283534
-0.457093 -1.485090 0.192401
-0.674101 -1.328259 0.243478
-0.705005 -1.288163 0.250642
-0.329862 -1.303129 0.442180
-0.063676 -1.418496 0.511841
0.077151 -1.830819 0.435609
0.057785 -1.863155 0.498943
0.049218 -1.672536 0.535699
0.031596 -1.625827 0.562645
0.073188 -1.775483 0.628037
0.180107 -1.895351 0.520896
0.271123 -2.016025 0.373964
0.109628 -1.852996 0.289010
-0.110717 -1.709806 0.239579
-0.295918 -1.539057 0.304296
-0.468606 -1.441528 0.218250
-0.373716 -1.493234 0.241070
-0.222248 -1.383974 0.350095
-0.050809 -1.542804 0.212548
-0.204090 -1.597505 0.211432
-0.359236 -1.507596 0.167915
-0.648764 -1.637598 -0.046169
-0.755424 -1.607634 0.030813
-0.725545 -1.704453 0.154168
-0.513322 -1.783083 0.340507
-0.284269 -1.709055 0.546734
-0.403038 -1.782796 0.535178
-0.902886 -1.765270 0.536715
-1.019989 -1.737466 0.540416
-1.168446 -1.812632 0.402399
-1.067226 -1.863736 0.411481
-0.743163 -1.705672 0.449259
-0.348735 -1.734396 0.227637
-0.410282 -1.707604 0.168516
-0.606754 -1.787524 0.096030
-0.787482 -1.712351 0.140413
-0.834178 -1.852271 0.135007
-0.704952 -1.857627 0.289264
-0.525631 -1.906472 0.399934
-0.328114 -1.961523 0.580628
-0.291695 -1.816668 0.718558
-0.343901 -1.881615 0.756116
-0.474188 -1.841942 0.822851
-0.580065 -2.014362 0.808879
-0.578265 -2.006655 0.791527
-0.541651 -1.872380 0.830867
-0.487333 -1.765231 0.794496
-0.542286 -1.522718 0.798732
-0.495698 -1.482355 0.724087
-0.494103 -1.470567 0.709876
-0.414352 -1.374981 0.634408
-0.385072 -1.340981 0.615065
-0.229752 -1.295697 0.528392
-0.031786 -1.175312 0.374755
-0.014063 -1.143102 0.330982
0.116876 -1.001883 0.291164
0.104543 -1.030482 0.278159
0.047416 -1.025875 0.350437
-0.127324 -0.941259 0.630561
-0.257434 -1.008688 0.816243
-0.444788 -0.901299 1.060967
-0.577940 -0.971596 1.114679
